subject	 session	 trial	 flanked	 distortion	 freq	 amplitude	 spacing	 im_name	 targ_letter	 targ_pos	 response	 eyemovement	 RT
7	 2	 1	 flanked	 rf	 4	 0.268300	 2.000000	 flanked_rf_freq_4_amplitude_0.2683_rep_2_r_D_2.0.png	 D	 r	 r	 n.a.	 5.655400e-01
7	 2	 2	 flanked	 rf	 2	 0.061700	 2.000000	 flanked_rf_freq_2_amplitude_0.0617_rep_0_t_N_2.0.png	 N	 t	 b	 n.a.	 6.239941e-01
7	 2	 3	 flanked	 rf	 4	 0.010000	 2.000000	 flanked_rf_freq_4_amplitude_0.01_rep_4_t_D_2.0.png	 D	 t	 t	 n.a.	 3.883713e-01
7	 2	 4	 flanked	 rf	 12	 0.320000	 2.000000	 flanked_rf_freq_12_amplitude_0.32_rep_9_t_D_2.0.png	 D	 t	 t	 n.a.	 4.088399e-01
7	 2	 5	 flanked	 rf	 12	 0.113300	 2.000000	 flanked_rf_freq_12_amplitude_0.1133_rep_9_b_K_2.0.png	 K	 b	 l	 n.a.	 4.995437e-01
7	 2	 6	 flanked	 rf	 5	 0.061700	 2.000000	 flanked_rf_freq_5_amplitude_0.0617_rep_1_t_K_2.0.png	 K	 t	 b	 n.a.	 3.464600e-01
7	 2	 7	 flanked	 rf	 4	 0.216700	 2.000000	 flanked_rf_freq_4_amplitude_0.2167_rep_4_r_D_2.0.png	 D	 r	 r	 n.a.	 3.930837e-01
7	 2	 8	 flanked	 rf	 12	 0.216700	 2.000000	 flanked_rf_freq_12_amplitude_0.2167_rep_1_l_N_2.0.png	 N	 l	 l	 n.a.	 4.047808e-01
7	 2	 9	 flanked	 rf	 2	 0.061700	 2.000000	 flanked_rf_freq_2_amplitude_0.0617_rep_2_t_K_2.0.png	 K	 t	 t	 n.a.	 4.060649e-01
7	 2	 10	 flanked	 rf	 5	 0.165000	 2.000000	 flanked_rf_freq_5_amplitude_0.165_rep_1_r_N_2.0.png	 N	 r	 b	 n.a.	 3.505147e-01
7	 2	 11	 flanked	 rf	 12	 0.216700	 2.000000	 flanked_rf_freq_12_amplitude_0.2167_rep_7_r_H_2.0.png	 H	 r	 r	 n.a.	 3.085183e-01
7	 2	 12	 flanked	 rf	 5	 0.010000	 2.000000	 flanked_rf_freq_5_amplitude_0.01_rep_9_r_D_2.0.png	 D	 r	 l	 n.a.	 3.554874e-01
7	 2	 13	 flanked	 rf	 2	 0.268300	 2.000000	 flanked_rf_freq_2_amplitude_0.2683_rep_1_r_H_2.0.png	 H	 r	 r	 n.a.	 4.885107e-01
7	 2	 14	 flanked	 rf	 8	 0.061700	 2.000000	 flanked_rf_freq_8_amplitude_0.0617_rep_5_b_K_2.0.png	 K	 b	 b	 n.a.	 6.482801e-01
7	 2	 15	 flanked	 rf	 2	 0.061700	 2.000000	 flanked_rf_freq_2_amplitude_0.0617_rep_3_b_N_2.0.png	 N	 b	 l	 n.a.	 6.445260e-01
7	 2	 16	 flanked	 rf	 8	 0.061700	 2.000000	 flanked_rf_freq_8_amplitude_0.0617_rep_7_r_K_2.0.png	 K	 r	 r	 n.a.	 4.660386e-01
7	 2	 17	 flanked	 rf	 3	 0.010000	 2.000000	 flanked_rf_freq_3_amplitude_0.01_rep_3_l_D_2.0.png	 D	 l	 t	 n.a.	 4.031615e-01
7	 2	 18	 flanked	 rf	 3	 0.113300	 2.000000	 flanked_rf_freq_3_amplitude_0.1133_rep_5_t_K_2.0.png	 K	 t	 r	 n.a.	 5.878083e-01
7	 2	 19	 flanked	 rf	 8	 0.268300	 2.000000	 flanked_rf_freq_8_amplitude_0.2683_rep_9_t_H_2.0.png	 H	 t	 t	 n.a.	 4.274429e-01
