"","subject","session","trial","flanked","distortion","freq","amplitude","spacing","im_name","targ_letter","targ_pos","response","eyemovement","RT","experiment","correct"
"858","TW",1,143," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_8_t_H_2.0.png"," H"," t"," b"," n.a.",0.5359081,"a",0
"859","TW",1,144," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_9_b_H_2.0.png"," H"," b"," b"," n.a.",0.3317292,"a",1
"860","TW",1,144," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_7_b_D_2.0.png"," D"," b"," b"," n.a.",0.2954778,"a",1
"861","TW",1,144," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_4_l_D_2.0.png"," D"," l"," t"," n.a.",0.3691886,"a",0
"862","TW",1,144," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_8_l_D_2.0.png"," D"," l"," l"," n.a.",0.2855948,"a",1
"863","TW",1,144," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_3_l_H_2.0.png"," H"," l"," l"," n.a.",0.5051078,"a",1
"864","TW",1,144," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_4_r_N_2.0.png"," N"," r"," b"," n.a.",0.4408622,"a",0
"865","TW",1,145," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_3_r_N_2.0.png"," N"," r"," r"," n.a.",0.2487351,"a",1
"866","TW",1,145," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_5_b_N_2.0.png"," N"," b"," b"," n.a.",0.3247957,"a",1
"867","TW",1,145," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_9_l_K_2.0.png"," K"," l"," l"," n.a.",0.4367603,"a",1
"868","TW",1,145," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_3_l_K_2.0.png"," K"," l"," t"," n.a.",0.3848027,"a",0
"869","TW",1,145," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_2_b_D_2.0.png"," D"," b"," r"," n.a.",0.3818602,"a",0
"870","TW",1,145," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_1_t_N_2.0.png"," N"," t"," b"," n.a.",0.5131897,"a",0
"871","TW",1,146," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_9_r_H_2.0.png"," H"," r"," r"," n.a.",0.2946525,"a",1
"872","TW",1,146," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_3_t_K_2.0.png"," K"," t"," b"," n.a.",0.7108967,"a",0
"873","TW",1,146," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_9_b_N_2.0.png"," N"," b"," b"," n.a.",0.2642349,"a",1
"874","TW",1,146," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_7_r_D_2.0.png"," D"," r"," b"," n.a.",0.4058912,"a",0
"875","TW",1,146," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_6_t_N_2.0.png"," N"," t"," b"," n.a.",0.435909,"a",0
"876","TW",1,146," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_7_t_H_2.0.png"," H"," t"," t"," n.a.",0.4415021,"a",1
"877","TW",1,147," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_4_b_D_2.0.png"," D"," b"," b"," n.a.",0.3174432,"a",1
"878","TW",1,147," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_8_r_N_2.0.png"," N"," r"," b"," n.a.",0.4303594,"a",0
"879","TW",1,147," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_7_l_D_2.0.png"," D"," l"," l"," n.a.",1.061086,"a",1
"880","TW",1,147," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_2_t_N_2.0.png"," N"," t"," l"," n.a.",0.2444776,"a",0
"881","TW",1,147," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_2_l_N_2.0.png"," N"," l"," t"," n.a.",0.326554,"a",0
"882","TW",1,147," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_3_t_H_2.0.png"," H"," t"," b"," n.a.",0.4332399,"a",0
"883","TW",1,148," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_7_l_N_2.0.png"," N"," l"," l"," n.a.",0.2872765,"a",1
"884","TW",1,148," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_3_l_D_2.0.png"," D"," l"," b"," n.a.",0.555749,"a",0
"885","TW",1,148," flanked","RF",4,0.275,2," flanked_rf_freq_4_amplitude_0.275_rep_2_l_D_2.0.png"," D"," l"," t"," n.a.",0.5434393,"a",0
"886","TW",1,148," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_2_r_D_2.0.png"," D"," r"," r"," n.a.",0.2851365,"a",1
"887","TW",1,148," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_3_r_N_2.0.png"," N"," r"," l"," n.a.",0.6124941,"a",0
"888","TW",1,148," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_5_l_D_2.0.png"," D"," l"," b"," n.a.",0.3528906,"a",0
"889","TW",1,149," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_7_l_N_2.0.png"," N"," l"," l"," n.a.",0.3365733,"a",1
"890","TW",1,149," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_5_t_N_2.0.png"," N"," t"," t"," n.a.",0.4780868,"a",1
"891","TW",1,149," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_7_b_K_2.0.png"," K"," b"," b"," n.a.",0.2127326,"a",1
"892","TW",1,149," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_4_l_D_2.0.png"," D"," l"," t"," n.a.",0.7228002,"a",0
"893","TW",1,149," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_5_t_D_2.0.png"," D"," t"," r"," n.a.",0.3980524,"a",0
"894","TW",1,149," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_7_t_H_2.0.png"," H"," t"," l"," n.a.",0.5404119,"a",0
"895","TW",1,150," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_5_l_N_2.0.png"," N"," l"," l"," n.a.",0.3021026,"a",1
"896","TW",1,150," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_2_r_K_2.0.png"," K"," r"," r"," n.a.",0.3720181,"a",1
"897","TW",1,150," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_2_b_D_2.0.png"," D"," b"," b"," n.a.",0.3124102,"a",1
"898","TW",1,150," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_5_t_K_2.0.png"," K"," t"," b"," n.a.",0.2997185,"a",0
"899","TW",1,150," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_1_r_K_2.0.png"," K"," r"," b"," n.a.",0.6616769,"a",0
"900","TW",1,150," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_3_l_H_2.0.png"," H"," l"," t"," n.a.",0.3743506,"a",0
"901","TW",1,151," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_1_r_D_2.0.png"," D"," r"," r"," n.a.",0.2565495,"a",1
"902","TW",1,151," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_0_r_K_2.0.png"," K"," r"," b"," n.a.",0.3974319,"a",0
"903","TW",1,151," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_9_l_D_2.0.png"," D"," l"," t"," n.a.",0.5235629,"a",0
"904","TW",1,151," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_2_t_K_2.0.png"," K"," t"," b"," n.a.",0.5593951,"a",0
"905","TW",1,151," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_3_t_N_2.0.png"," N"," t"," l"," n.a.",0.3659625,"a",0
"906","TW",1,151," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_3_l_D_2.0.png"," D"," l"," l"," n.a.",0.523396,"a",1
"907","TW",1,152," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_8_l_D_2.0.png"," D"," l"," l"," n.a.",0.2647791,"a",1
"908","TW",1,152," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_9_r_H_2.0.png"," H"," r"," r"," n.a.",0.3183426,"a",1
"909","TW",1,152," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_4_l_K_2.0.png"," K"," l"," l"," n.a.",0.3636054,"a",1
"910","TW",1,152," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_4_l_D_2.0.png"," D"," l"," r"," n.a.",0.2867305,"a",0
"911","TW",1,152," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_6_r_N_2.0.png"," N"," r"," b"," n.a.",0.3454788,"a",0
"912","TW",1,152," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_3_b_N_2.0.png"," N"," b"," t"," n.a.",0.665707,"a",0
"913","TW",1,153," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_5_r_H_2.0.png"," H"," r"," b"," n.a.",0.3005448,"a",0
"914","TW",1,153," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_1_b_H_2.0.png"," H"," b"," b"," n.a.",0.3049516,"a",1
"915","TW",1,153," flanked","RF",4,0.275,2," flanked_rf_freq_4_amplitude_0.275_rep_4_l_K_2.0.png"," K"," l"," b"," n.a.",0.4126081,"a",0
"916","TW",1,153," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_0_b_K_2.0.png"," K"," b"," t"," n.a.",0.2907169,"a",0
"917","TW",1,153," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_3_r_N_2.0.png"," N"," r"," t"," n.a.",0.3385776,"a",0
"918","TW",1,153," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_9_t_K_2.0.png"," K"," t"," b"," n.a.",0.36686,"a",0
"919","TW",1,154," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_4_t_D_2.0.png"," D"," t"," t"," n.a.",0.3674926,"a",1
"920","TW",1,154," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_3_l_D_2.0.png"," D"," l"," l"," n.a.",0.5857289,"a",1
"921","TW",1,154," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_0_b_D_2.0.png"," D"," b"," t"," n.a.",0.4866749,"a",0
"922","TW",1,154," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_2_t_N_2.0.png"," N"," t"," r"," n.a.",0.6053725,"a",0
"923","TW",1,154," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_2_b_K_2.0.png"," K"," b"," b"," n.a.",0.4532175,"a",1
"924","TW",1,154," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_5_t_H_2.0.png"," H"," t"," r"," n.a.",0.2886352,"a",0
"925","TW",1,155," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_7_b_K_2.0.png"," K"," b"," b"," n.a.",0.2614739,"a",1
"926","TW",1,155," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_0_t_D_2.0.png"," D"," t"," t"," n.a.",0.6171139,"a",1
"927","TW",1,155," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_3_r_D_2.0.png"," D"," r"," l"," n.a.",0.3916011,"a",0
"928","TW",1,155," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_5_t_N_2.0.png"," N"," t"," b"," n.a.",0.317486,"a",0
"929","TW",1,155," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_1_l_K_2.0.png"," K"," l"," b"," n.a.",0.3725534,"a",0
"930","TW",1,155," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_4_r_K_2.0.png"," K"," r"," b"," n.a.",0.3208632,"a",0
"931","TW",1,156," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_2_l_K_2.0.png"," K"," l"," l"," n.a.",0.2936697,"a",1
"932","TW",1,156," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_6_l_D_2.0.png"," D"," l"," l"," n.a.",0.4199551,"a",1
"933","TW",1,156," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_9_b_N_2.0.png"," N"," b"," b"," n.a.",0.2013081,"a",1
"934","TW",1,156," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_1_t_D_2.0.png"," D"," t"," l"," n.a.",0.4651001,"a",0
"935","TW",1,156," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_8_t_N_2.0.png"," N"," t"," r"," n.a.",0.4819646,"a",0
"936","TW",1,156," flanked","BPN",4,6,2," flanked_bex_freq_4_amplitude_6_rep_5_t_D_2.0.png"," D"," t"," t"," n.a.",0.4418663,"a",1
"937","TW",1,157," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_5_t_D_2.0.png"," D"," t"," t"," n.a.",0.3613556,"a",1
"938","TW",1,157," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_1_t_N_2.0.png"," N"," t"," b"," n.a.",0.3129451,"a",0
"939","TW",1,157," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_5_b_N_2.0.png"," N"," b"," t"," n.a.",0.8799302,"a",0
"940","TW",1,157," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_6_r_N_2.0.png"," N"," r"," t"," n.a.",0.3120353,"a",0
"941","TW",1,157," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_9_l_K_2.0.png"," K"," l"," l"," n.a.",0.3562783,"a",1
"942","TW",1,157," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_7_t_D_2.0.png"," D"," t"," b"," n.a.",0.3627626,"a",0
"943","TW",1,158," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_3_r_N_2.0.png"," N"," r"," r"," n.a.",0.2950028,"a",1
"944","TW",1,158," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_3_r_N_2.0.png"," N"," r"," t"," n.a.",0.5912917,"a",0
"945","TW",1,158," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_1_t_D_2.0.png"," D"," t"," r"," n.a.",0.3732274,"a",0
"946","TW",1,158," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_2_t_K_2.0.png"," K"," t"," b"," n.a.",0.2489128,"a",0
"947","TW",1,158," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_4_l_H_2.0.png"," H"," l"," b"," n.a.",0.3940266,"a",0
"948","TW",1,158," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_2_t_N_2.0.png"," N"," t"," t"," n.a.",0.5933944,"a",1
"949","TW",1,159," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_0_l_N_2.0.png"," N"," l"," l"," n.a.",0.2625568,"a",1
"950","TW",1,159," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_8_r_K_2.0.png"," K"," r"," b"," n.a.",0.2997271,"a",0
"951","TW",1,159," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_9_l_K_2.0.png"," K"," l"," b"," n.a.",0.3127113,"a",0
"952","TW",1,159," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_1_l_N_2.0.png"," N"," l"," l"," n.a.",0.538202,"a",1
"953","TW",1,159," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_5_t_H_2.0.png"," H"," t"," t"," n.a.",0.379598,"a",1
"954","TW",1,159," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_6_l_N_2.0.png"," N"," l"," l"," n.a.",0.5783907,"a",1
"955","TW",1,160," flanked","RF",4,0.275,2," flanked_rf_freq_4_amplitude_0.275_rep_9_r_D_2.0.png"," D"," r"," r"," n.a.",0.2852533,"a",1
"956","TW",1,160," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_9_r_H_2.0.png"," H"," r"," r"," n.a.",0.3455626,"a",1
"957","TW",1,160," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_7_l_D_2.0.png"," D"," l"," l"," n.a.",0.358053,"a",1
"958","TW",1,160," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_0_t_H_2.0.png"," H"," t"," l"," n.a.",0.7011425,"a",0
"959","TW",1,160," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_9_l_K_2.0.png"," K"," l"," t"," n.a.",0.4865033,"a",0
"960","TW",1,160," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_5_r_N_2.0.png"," N"," r"," r"," n.a.",0.6073649,"a",1
"961","TW",1,161," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_1_t_D_2.0.png"," D"," t"," r"," n.a.",0.4428505,"a",0
"962","TW",1,161," flanked","BPN",4,6,2," flanked_bex_freq_4_amplitude_6_rep_2_r_N_2.0.png"," N"," r"," r"," n.a.",0.3157573,"a",1
"963","TW",1,161," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_2_b_D_2.0.png"," D"," b"," b"," n.a.",0.425704,"a",1
"964","TW",1,161," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_7_t_N_2.0.png"," N"," t"," t"," n.a.",0.4677033,"a",1
"965","TW",1,161," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_2_t_D_2.0.png"," D"," t"," l"," n.a.",0.5566084,"a",0
"966","TW",1,161," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_1_r_H_2.0.png"," H"," r"," b"," n.a.",0.3669939,"a",0
"967","TW",1,162," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_4_b_D_2.0.png"," D"," b"," b"," n.a.",0.2982245,"a",1
"968","TW",1,162," flanked","BPN",4,6,2," flanked_bex_freq_4_amplitude_6_rep_7_t_H_2.0.png"," H"," t"," t"," n.a.",0.4027906,"a",1
"969","TW",1,162," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_0_t_D_2.0.png"," D"," t"," l"," n.a.",0.5242456,"a",0
"970","TW",1,162," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_8_r_D_2.0.png"," D"," r"," b"," n.a.",0.3246419,"a",0
"971","TW",1,162," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_1_r_N_2.0.png"," N"," r"," b"," n.a.",0.3850929,"a",0
"972","TW",1,162," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_9_r_D_2.0.png"," D"," r"," t"," n.a.",0.3305606,"a",0
"973","TW",1,163," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_9_r_H_2.0.png"," H"," r"," b"," n.a.",0.3344276,"a",0
"974","TW",1,163," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_2_l_D_2.0.png"," D"," l"," l"," n.a.",0.3459933,"a",1
"975","TW",1,163," flanked","RF",4,0.275,2," flanked_rf_freq_4_amplitude_0.275_rep_9_l_D_2.0.png"," D"," l"," t"," n.a.",0.4508343,"a",0
"976","TW",1,163," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_3_r_K_2.0.png"," K"," r"," b"," n.a.",0.6014394,"a",0
"977","TW",1,163," flanked","RF",4,0.275,2," flanked_rf_freq_4_amplitude_0.275_rep_3_b_N_2.0.png"," N"," b"," r"," n.a.",0.5165641,"a",0
"978","TW",1,163," flanked","BPN",4,3,2," flanked_bex_freq_4_amplitude_3_rep_6_t_H_2.0.png"," H"," t"," t"," n.a.",0.4539376,"a",1
"979","TW",1,164," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_6_t_D_2.0.png"," D"," t"," t"," n.a.",0.3386163,"a",1
"980","TW",1,164," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_5_l_H_2.0.png"," H"," l"," l"," n.a.",0.3514159,"a",1
"981","TW",1,164," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_1_r_K_2.0.png"," K"," r"," r"," n.a.",0.5611168,"a",1
"982","TW",1,164," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_4_l_N_2.0.png"," N"," l"," r"," n.a.",0.2401612,"a",0
"983","TW",1,164," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_0_l_N_2.0.png"," N"," l"," l"," n.a.",0.4468204,"a",1
"984","TW",1,164," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_5_r_N_2.0.png"," N"," r"," r"," n.a.",0.4416774,"a",1
"985","TW",1,165," flanked","RF",4,0.125,2," flanked_rf_freq_4_amplitude_0.125_rep_2_l_N_2.0.png"," N"," l"," t"," n.a.",0.4512313,"a",0
"986","TW",1,165," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_1_t_N_2.0.png"," N"," t"," t"," n.a.",0.5456834,"a",1
"987","TW",1,165," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_5_l_K_2.0.png"," K"," l"," b"," n.a.",0.3876442,"a",0
"988","TW",1,165," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_1_t_K_2.0.png"," K"," t"," t"," n.a.",0.378696,"a",1
"989","TW",1,165," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_2_r_D_2.0.png"," D"," r"," l"," n.a.",0.612994,"a",0
"990","TW",1,165," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_9_r_H_2.0.png"," H"," r"," r"," n.a.",0.4296563,"a",1
"991","TW",1,166," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_0_t_K_2.0.png"," K"," t"," t"," n.a.",0.6661102,"a",1
"992","TW",1,166," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_0_b_H_2.0.png"," H"," b"," b"," n.a.",0.2941291,"a",1
"993","TW",1,166," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_3_b_K_2.0.png"," K"," b"," l"," n.a.",0.4493595,"a",0
"994","TW",1,166," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_0_r_D_2.0.png"," D"," r"," b"," n.a.",0.3946693,"a",0
"995","TW",1,166," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_9_t_D_2.0.png"," D"," t"," l"," n.a.",0.6029621,"a",0
"996","TW",1,166," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_3_l_D_2.0.png"," D"," l"," l"," n.a.",0.4001402,"a",1
"997","TW",1,167," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_2_l_N_2.0.png"," N"," l"," l"," n.a.",0.3161454,"a",1
"998","TW",1,167," flanked","BPN",4,1,2," flanked_bex_freq_4_amplitude_1_rep_4_l_N_2.0.png"," N"," l"," b"," n.a.",0.3685543,"a",0
"999","TW",1,167," flanked","RF",4,0.35,2," flanked_rf_freq_4_amplitude_0.35_rep_3_b_H_2.0.png"," H"," b"," l"," n.a.",0.5861715,"a",0
"1000","TW",1,167," flanked","BPN",4,6,2," flanked_bex_freq_4_amplitude_6_rep_2_r_H_2.0.png"," H"," r"," r"," n.a.",0.3740916,"a",1
"1001","TW",1,167," flanked","RF",4,0.425,2," flanked_rf_freq_4_amplitude_0.425_rep_9_l_K_2.0.png"," K"," l"," t"," n.a.",0.606453,"a",0
"1002","TW",1,167," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_3_r_D_2.0.png"," D"," r"," t"," n.a.",0.7399034,"a",0
"1003","TW",1,168," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_1_r_D_2.0.png"," D"," r"," r"," n.a.",0.2831708,"a",1
"1004","TW",1,168," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_4_r_D_2.0.png"," D"," r"," b"," n.a.",0.3882218,"a",0
"1005","TW",1,168," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_5_t_H_2.0.png"," H"," t"," t"," n.a.",0.5546491,"a",1
"1006","TW",1,168," flanked","BPN",4,4,2," flanked_bex_freq_4_amplitude_4_rep_9_t_N_2.0.png"," N"," t"," t"," n.a.",0.633658,"a",1
"1007","TW",1,168," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_4_r_H_2.0.png"," H"," r"," r"," n.a.",0.4144489,"a",1
"1008","TW",1,168," flanked","BPN",4,2,2," flanked_bex_freq_4_amplitude_2_rep_3_l_H_2.0.png"," H"," l"," b"," n.a.",0.246803,"a",0
"1009","TW",1,169," flanked","RF",4,0.05,2," flanked_rf_freq_4_amplitude_0.05_rep_6_b_N_2.0.png"," N"," b"," b"," n.a.",0.3720024,"a",1
"1010","TW",1,169," flanked","BPN",4,6,2," flanked_bex_freq_4_amplitude_6_rep_2_r_N_2.0.png"," N"," r"," r"," n.a.",0.2486845,"a",1
"1011","TW",1,169," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_1_l_N_2.0.png"," N"," l"," t"," n.a.",0.6110761,"a",0
"1012","TW",1,169," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_1_r_D_2.0.png"," D"," r"," t"," n.a.",0.5551174,"a",0
"1013","TW",1,169," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_1_b_H_2.0.png"," H"," b"," l"," n.a.",0.6509221,"a",0
"1014","TW",1,169," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_6_l_N_2.0.png"," N"," l"," l"," n.a.",0.3843809,"a",1
"1015","TW",1,170," flanked","RF",4,0.275,2," flanked_rf_freq_4_amplitude_0.275_rep_3_t_H_2.0.png"," H"," t"," t"," n.a.",0.428444,"a",1
"1016","TW",1,170," flanked","BPN",4,5,2," flanked_bex_freq_4_amplitude_5_rep_9_r_D_2.0.png"," D"," r"," r"," n.a.",0.6834311,"a",1
"1017","TW",1,170," flanked","RF",4,0.2,2," flanked_rf_freq_4_amplitude_0.2_rep_8_l_K_2.0.png"," K"," l"," b"," n.a.",0.285902,"a",0
"1018","TW",1,170," flanked","BPN",4,7,2," flanked_bex_freq_4_amplitude_7_rep_8_r_D_2.0.png"," D"," r"," r"," n.a.",0.4023024,"a",1
"1019","TW",1,170," flanked","RF",4,0.5,2," flanked_rf_freq_4_amplitude_0.5_rep_2_b_D_2.0.png"," D"," b"," t"," n.a.",0.4166355,"a",0
