letter,flanked,distortion,freq,amplitude,rep,FC,SE
K,unflanked,rf,12,0.32,3,1.54221789014955,0.487626909812814
K,unflanked,rf,12,0.32,5,1.54374594369122,0.428599955433138
K,unflanked,rf,12,0.32,7,1.54297947351304,0.458551835603906
K,unflanked,rf,12,0.32,8,1.5421181207137,0.434333918880479
K,unflanked,bex,2,0.25,0,1.54047298882719,0.460982116101602
K,unflanked,bex,2,0.25,5,1.53992529787225,0.495142035257767
K,unflanked,bex,2,0.5,4,1.5402470242382,0.523720147465692
K,unflanked,bex,2,0.5,7,1.54095127362276,0.457242095530029
K,unflanked,bex,2,1,2,1.54059826853815,0.435397923891478
K,unflanked,bex,2,1,3,1.53938747412325,0.422663522895737
K,unflanked,bex,2,1,7,1.54028661384031,0.447772787967919
K,unflanked,bex,2,1.5,0,1.53996062843451,0.50065776745263
K,unflanked,bex,2,1.5,2,1.54089399494849,0.472782760616754
K,unflanked,bex,2,1.5,8,1.54055265296333,0.442381214483733
K,unflanked,bex,2,2,5,1.53895417282652,0.441375624484426
K,unflanked,bex,2,2.5,1,1.54166770789533,0.469304765375465
K,unflanked,bex,2,2.5,3,1.54100941146041,0.436336803085848
K,unflanked,bex,2,2.5,5,1.54046009282848,0.435879533615415
K,unflanked,bex,2,2.5,7,1.54148213589881,0.441028453266385
K,unflanked,bex,2,3,1,1.54141211816923,0.441943320801223
K,unflanked,bex,2,3,2,1.53971715612799,0.48092302638143
K,unflanked,bex,2,3,5,1.54114167944948,0.460507243128901
K,unflanked,bex,2,3,8,1.5398564072626,0.468161104823147
K,unflanked,bex,2,5,1,1.54277472645502,0.456360692484112
K,unflanked,bex,2,5,5,1.54216619201482,0.439187300377771
K,unflanked,bex,4,0.25,1,1.54014222260419,0.441636300820538
K,unflanked,bex,4,0.5,4,1.54064318235618,0.44731833532996
K,unflanked,bex,4,0.5,5,1.54139188859976,0.479669630212663
K,unflanked,bex,4,0.5,9,1.54039272151843,0.444905912939005
K,unflanked,bex,4,1,3,1.5414008665705,0.469265938267668
K,unflanked,bex,4,1,7,1.53966194077023,0.443290206130482
K,unflanked,bex,4,1,9,1.54049303823059,0.463188465795398
K,unflanked,bex,4,1.5,3,1.54054995671983,0.447825007572307
K,unflanked,bex,4,1.5,5,1.54085183071055,0.477641395607496
K,unflanked,bex,4,1.5,8,1.54048420118056,0.465318574722557
K,unflanked,bex,4,1.5,9,1.54078715733743,0.456488033901083
K,unflanked,bex,4,2,0,1.54073398031633,0.458378481776017
K,unflanked,bex,4,2,4,1.53976604330642,0.429963766839407
K,unflanked,bex,4,2,8,1.54023332766168,0.532070424227293
K,unflanked,bex,4,2,9,1.54042807408066,0.462904786503257
K,unflanked,bex,4,2.5,0,1.54260683878819,0.437332729440055
K,unflanked,bex,4,2.5,6,1.54139812169101,0.479737070769509
K,unflanked,bex,4,2.5,7,1.54231936502776,0.435423206093577
K,unflanked,bex,4,2.5,8,1.54140123010505,0.457096361315677
K,unflanked,bex,4,3,1,1.5416316100178,0.465421192744109
K,unflanked,bex,4,3,5,1.54160544956753,0.465101735316743
K,unflanked,bex,4,5,2,1.5414484241184,0.445409760551065
K,unflanked,bex,4,5,5,1.54317691827686,0.431141982295749
K,unflanked,bex,4,5,7,1.54409720004412,0.437062581665672
K,unflanked,bex,6,0.25,6,1.54087168390282,0.441938572006098
K,unflanked,bex,6,0.5,1,1.54011248933062,0.470464461089106
K,unflanked,bex,6,0.5,2,1.54080806361164,0.515692159624366
K,unflanked,bex,6,0.5,4,1.53982865996675,0.463287892992561
K,unflanked,bex,6,0.5,8,1.54072566940498,0.463469523882194
K,unflanked,bex,6,1,3,1.54041725514411,0.453756616971601
K,unflanked,bex,6,1,4,1.54099476633031,0.4811610734436
K,unflanked,bex,6,1,8,1.54064317734538,0.461547048483623
K,unflanked,bex,6,1.5,6,1.5400945222625,0.466567061097381
K,unflanked,bex,6,1.5,7,1.54018381957711,0.459649821954172
K,unflanked,bex,6,1.5,9,1.54068386057174,0.452085110580906
K,unflanked,bex,6,2,2,1.54068552179472,0.471976488541525
K,unflanked,bex,6,2,3,1.54040398045104,0.451461001482742
K,unflanked,bex,6,2,4,1.54112743697455,0.440054071045613
K,unflanked,bex,6,2,9,1.54055019694335,0.43479329958849
K,unflanked,bex,6,2.5,0,1.5404218150626,0.440467366623289
K,unflanked,bex,6,2.5,2,1.54136579861535,0.456257532400697
K,unflanked,bex,6,2.5,3,1.54132630069913,0.464615863676868
K,unflanked,bex,6,2.5,4,1.54146132676341,0.452199266754943
K,unflanked,bex,6,2.5,5,1.54180330429404,0.482259901937721
K,unflanked,bex,6,3,0,1.54000617825758,0.468639595563526
K,unflanked,bex,6,3,5,1.54050408037297,0.425134167186204
K,unflanked,bex,6,3,6,1.54142673381204,0.435134322323048
K,unflanked,bex,6,3,9,1.5407926085216,0.439612091440096
K,unflanked,bex,6,5,0,1.54255995035032,0.442904407544904
K,unflanked,bex,6,5,2,1.54261407290563,0.44023612558604
K,unflanked,bex,8,0.25,6,1.53979604567444,0.468706654884875
K,unflanked,bex,8,0.5,2,1.54059054748127,0.469515007513281
K,unflanked,bex,8,0.5,7,1.5398239586363,0.475702262264932
K,unflanked,bex,8,0.5,8,1.54027757261039,0.472437902688272
K,unflanked,bex,8,1,2,1.53975632948236,0.482322527465504
K,unflanked,bex,8,1,5,1.54055382509831,0.450884553390572
K,unflanked,bex,8,1,9,1.54009830066093,0.486904407434891
K,unflanked,bex,8,1.5,0,1.5400085636431,0.446282206617377
K,unflanked,bex,8,1.5,1,1.54105133242281,0.47532736933277
K,unflanked,bex,8,1.5,5,1.54011092295439,0.432878454162528
K,unflanked,bex,8,1.5,7,1.54039308548071,0.443958391323155
K,unflanked,bex,8,2,6,1.53924915802907,0.463769778645976
K,unflanked,bex,8,2,8,1.53946264667651,0.463504620378877
K,unflanked,bex,8,2.5,4,1.53976979542123,0.479390175734486
K,unflanked,bex,8,2.5,6,1.53925528086749,0.442793329066042
K,unflanked,bex,8,2.5,7,1.54054735914992,0.435712938512228
K,unflanked,bex,8,2.5,8,1.5397755941918,0.468203541876773
K,unflanked,bex,8,3,1,1.54003200235736,0.458367129354402
K,unflanked,bex,8,5,7,1.5406368291367,0.438649254102868
K,unflanked,bex,16,0.25,1,1.53906034213366,0.455763810866919
K,unflanked,bex,16,0.25,2,1.53954312143316,0.500451641394316
K,unflanked,bex,16,0.25,4,1.53927213274633,0.449376383576893
K,unflanked,bex,16,0.5,3,1.53983948491878,0.464872286476477
K,unflanked,bex,16,0.5,4,1.53913856658467,0.432607066375356
K,unflanked,bex,16,0.5,5,1.53876578753122,0.466107759975671
K,unflanked,bex,16,0.5,9,1.53985484903203,0.468829147663561
K,unflanked,bex,16,1,1,1.53922922280988,0.489281452771001
K,unflanked,bex,16,1,2,1.5391157019236,0.497955639621487
K,unflanked,bex,16,1,3,1.53996297347605,0.445231325517933
K,unflanked,bex,16,1,4,1.53939275594624,0.474234040517332
K,unflanked,bex,16,1.5,2,1.53942907569406,0.461015608157881
K,unflanked,bex,16,1.5,7,1.53931028722327,0.483471501947229
K,unflanked,bex,16,2,0,1.5384713614541,0.484561447947681
K,unflanked,bex,16,2,1,1.53856320618799,0.470240085588806
K,unflanked,bex,16,2,3,1.53917001135581,0.448180015709657
K,unflanked,bex,16,2,7,1.53909096896037,0.44821675542352
K,unflanked,bex,16,2.5,6,1.5379894775679,0.42765508413593
K,unflanked,bex,16,2.5,7,1.53805301996598,0.45447689301275
K,unflanked,bex,16,2.5,8,1.53871383008896,0.44537913372668
K,unflanked,bex,16,3,0,1.53893042369324,0.452471310887673
K,unflanked,bex,16,3,1,1.53861623029261,0.468606172727869
K,unflanked,bex,16,3,6,1.53897427185257,0.452165449872021
K,unflanked,bex,16,3,9,1.53862624862659,0.45291830756323
K,unflanked,bex,16,5,0,1.53718653221614,0.420718837709587
K,unflanked,bex,16,5,4,1.53752659148972,0.419136459676186
K,unflanked,bex,32,0.25,1,1.53829027490657,0.447332334902924
K,unflanked,bex,32,0.25,5,1.53946371684267,0.493719631674169
K,unflanked,bex,32,0.25,8,1.53932845313142,0.481967111665198
K,unflanked,bex,32,0.25,9,1.5394231204951,0.487692777774977
K,unflanked,bex,32,0.5,1,1.53894733787594,0.44080432904144
K,unflanked,bex,32,1,1,1.53920408549785,0.470984869725002
K,unflanked,bex,32,1,6,1.53840935999113,0.493971609150277
K,unflanked,bex,32,1,7,1.53796390719523,0.485507267713916
K,unflanked,bex,32,1,9,1.53847501355389,0.463918713426328
K,unflanked,bex,32,1.5,1,1.53812865101884,0.501210226263407
K,unflanked,bex,32,2,1,1.53855951593493,0.439554074717259
K,unflanked,bex,32,2,5,1.53811289741033,0.446696129154243
K,unflanked,bex,32,2,6,1.5390234124213,0.483482154835084
K,unflanked,bex,32,2,9,1.53840841847317,0.437714286151806
K,unflanked,bex,32,2.5,0,1.53723153649146,0.474190426596426
K,unflanked,bex,32,2.5,9,1.53728334150416,0.477340870791394
K,unflanked,bex,32,3,1,1.53661168882646,0.459233805526814
K,unflanked,bex,32,3,8,1.5364113252298,0.45734176186454
K,unflanked,bex,32,5,2,1.53474759532489,0.432678527567118
K,unflanked,bex,32,5,5,1.53474608636322,0.454045236884411
D,flanked,rf,2,0.0075,5,2.65822136676053,1.3005000988286
D,flanked,rf,2,0.01,0,2.66262472169448,1.30175619515724
D,flanked,rf,2,0.01,6,2.66422990709471,1.27632584606796
D,flanked,rf,2,0.165,2,2.66207859641984,1.32424937201366
D,flanked,rf,2,0.0617,1,2.65878480143243,1.33298107260712
D,flanked,rf,2,0.1133,4,2.66130112752105,1.25573168436261
D,flanked,rf,2,0.2167,2,2.66442335472483,1.26542040715927
D,flanked,rf,2,0.32,3,2.66807807439827,1.29853696165696
D,flanked,rf,2,0.32,6,2.66383754946752,1.2648326553689
D,flanked,rf,2,0.32,7,2.6633477331656,1.26488761830733
D,flanked,rf,3,0.0075,2,2.66039439265034,1.26354385766105
D,flanked,rf,3,0.0075,3,2.66638082281583,1.31700698612103
D,flanked,rf,3,0.0075,4,2.6648056782913,1.27677666687095
D,flanked,rf,3,0.0075,7,2.66138733264143,1.29334253398454
D,flanked,rf,3,0.01,2,2.6614071907649,1.29544956950358
D,flanked,rf,3,0.01,3,2.66505060689995,1.29284101034356
D,flanked,rf,3,0.01,4,2.66342396274476,1.33651529100642
D,flanked,rf,3,0.165,2,2.66614776976649,1.30871951471884
D,flanked,rf,3,0.165,6,2.66591106784551,1.26645058856913
D,flanked,rf,3,0.0617,0,2.66248874530335,1.27398837891487
D,flanked,rf,3,0.1133,7,2.65950559007534,1.27925319436023
D,flanked,rf,3,0.2167,0,2.66641132178707,1.28850449672474
D,flanked,rf,3,0.2167,1,2.66303599228059,1.28328954447304
D,flanked,rf,3,0.2167,2,2.66471980017703,1.27858454815453
D,flanked,rf,3,0.2167,4,2.66781522187459,1.32252525868619
D,flanked,rf,3,0.2167,6,2.66371234336861,1.30310242955706
D,flanked,rf,3,0.2167,9,2.66593146118395,1.29477875472299
D,flanked,rf,3,0.2683,6,2.6681034624681,1.27229025588401
D,flanked,rf,3,0.32,4,2.66601122103256,1.33857982831227
D,flanked,rf,3,0.32,7,2.66910300715318,1.2694445149559
D,flanked,rf,4,0.0075,0,2.66110126312149,1.25313618369792
D,flanked,rf,4,0.01,0,2.66349526702304,1.31917446598118
D,flanked,rf,4,0.01,4,2.66469119253255,1.30364236136865
D,flanked,rf,4,0.165,7,2.66154164894709,1.28364999025773
D,flanked,rf,4,0.165,9,2.66256723270296,1.29703724243932
D,flanked,rf,4,0.0617,4,2.66587193096146,1.34494118412573
D,flanked,rf,4,0.0617,8,2.66278986458938,1.29097625931298
D,flanked,rf,4,0.1133,0,2.66561060152078,1.26356428601734
D,flanked,rf,4,0.1133,2,2.66532045482991,1.32015420416994
D,flanked,rf,4,0.1133,6,2.66198257028277,1.34346342834555
D,flanked,rf,4,0.1133,7,2.66580132075483,1.27363470066113
D,flanked,rf,4,0.1133,8,2.66102651950515,1.26898583825053
D,flanked,rf,4,0.2167,1,2.66247770403675,1.30309522038085
D,flanked,rf,4,0.2167,4,2.66061401045078,1.29735701409507
D,flanked,rf,4,0.2167,5,2.66697621230874,1.29664234501565
D,flanked,rf,4,0.2683,1,2.67268197164258,1.3350196524731
D,flanked,rf,4,0.2683,2,2.66719911182789,1.30592922148555
D,flanked,rf,4,0.2683,7,2.66604643712618,1.31774707855096
D,flanked,rf,4,0.2683,9,2.6639333359107,1.27404430316614
D,flanked,rf,4,0.32,7,2.66701178316724,1.31731933222247
D,flanked,rf,5,0.0075,0,2.66646784379722,1.28591161734937
D,flanked,rf,5,0.0075,1,2.6594849190769,1.28868778518338
D,flanked,rf,5,0.0075,4,2.6648084217871,1.33089055973778
D,flanked,rf,5,0.0075,5,2.66260004514612,1.33651819767252
D,flanked,rf,5,0.01,3,2.6608013743566,1.3041033999047
D,flanked,rf,5,0.01,5,2.66058753899268,1.26220596468763
D,flanked,rf,5,0.01,9,2.66016372186789,1.33286194944561
D,flanked,rf,5,0.165,0,2.66744395016073,1.32473066717944
D,flanked,rf,5,0.165,2,2.6693108938335,1.29887491672222
D,flanked,rf,5,0.165,3,2.66375535818373,1.25788595518633
D,flanked,rf,5,0.165,5,2.66736560458183,1.28290689566946
D,flanked,rf,5,0.0617,4,2.66108070607779,1.29093532438135
D,flanked,rf,5,0.0617,5,2.660825677795,1.26647580040843
D,flanked,rf,5,0.0617,6,2.66110218828206,1.34147996204669
D,flanked,rf,5,0.0617,7,2.66119078388161,1.3371470725292
D,flanked,rf,5,0.0617,8,2.665637378558,1.30463832635098
D,flanked,rf,5,0.1133,5,2.66528673273934,1.30216996582458
D,flanked,rf,5,0.1133,6,2.66296915653997,1.30171824009482
D,flanked,rf,5,0.1133,7,2.6659001511428,1.27292378230561
D,flanked,rf,5,0.1133,8,2.66157081441372,1.27730593348683
D,flanked,rf,5,0.2167,7,2.66855262826696,1.31069132465556
D,flanked,rf,5,0.2167,9,2.66663798179196,1.29595667512529
D,flanked,rf,5,0.32,2,2.67080545221465,1.30746245418038
D,flanked,rf,5,0.32,3,2.6711072022534,1.28659675963907
D,flanked,rf,5,0.32,7,2.67290090601943,1.31480275078699
D,flanked,rf,8,0.0075,0,2.6663473191512,1.31866149169576
D,flanked,rf,8,0.0075,8,2.65951490299602,1.30317269785598
D,flanked,rf,8,0.01,2,2.66566343410558,1.29334524102372
D,flanked,rf,8,0.01,7,2.66489840868024,1.28561606354017
D,flanked,rf,8,0.165,5,2.66276197941079,1.2895373866863
D,flanked,rf,8,0.165,7,2.66838597869169,1.29323880702434
D,flanked,rf,8,0.165,9,2.6690422208975,1.25886264686134
D,flanked,rf,8,0.1133,0,2.66713898514964,1.34002772347329
D,flanked,rf,8,0.1133,7,2.66465029620182,1.27139477096525
D,flanked,rf,8,0.2167,1,2.66741594149111,1.28409641970096
D,flanked,rf,8,0.2167,2,2.66649008344807,1.28054495608042
D,flanked,rf,8,0.2167,9,2.66338317683048,1.27942768468639
D,flanked,rf,8,0.2683,0,2.6703578037633,1.27890995335235
D,flanked,rf,8,0.2683,5,2.67332048727787,1.31966969476662
D,flanked,rf,8,0.32,4,2.66967302754366,1.35262226255317
D,flanked,rf,8,0.32,5,2.6717553548971,1.29335925711097
D,flanked,rf,12,0.0075,1,2.66112979116906,1.34427597799452
D,flanked,rf,12,0.0075,5,2.66491477875857,1.27875182039937
D,flanked,rf,12,0.0075,8,2.66289868087699,1.3211717328347
D,flanked,rf,12,0.01,0,2.66596130074986,1.31496002220189
D,flanked,rf,12,0.01,1,2.66082422157044,1.28139432700811
D,flanked,rf,12,0.0617,0,2.66063445279847,1.30356258115953
D,flanked,rf,12,0.0617,2,2.66174477365752,1.28810007930218
D,flanked,rf,12,0.1133,5,2.66546488513621,1.33877281381114
D,flanked,rf,12,0.1133,6,2.66386991771572,1.30096161708246
D,flanked,rf,12,0.1133,7,2.66374880292026,1.2707957526386
D,flanked,rf,12,0.2167,3,2.66482060796524,1.30509627884522
D,flanked,rf,12,0.2167,5,2.6658851732738,1.28131335781726
D,flanked,rf,12,0.2683,4,2.66780940639901,1.3161915021668
D,flanked,rf,12,0.2683,8,2.66963328121366,1.2612142079447
D,flanked,rf,12,0.2683,9,2.669019827538,1.3384086193469
D,flanked,rf,12,0.32,0,2.66909831210976,1.28544264005128
D,flanked,rf,12,0.32,2,2.67120028508718,1.29919028596808
D,flanked,rf,12,0.32,4,2.66871922543507,1.28180694904866
D,flanked,rf,12,0.32,9,2.66239799998566,1.31848818065346
D,flanked,bex,2,0.25,1,2.66197210581265,1.2880960496261
D,flanked,bex,2,0.25,4,2.65802272846836,1.27488391233138
D,flanked,bex,2,0.25,9,2.66106505984872,1.2842210271582
D,flanked,bex,2,0.5,1,2.66010658154607,1.3141763772014
D,flanked,bex,2,0.5,5,2.66304661057318,1.3150923599736
D,flanked,bex,2,0.5,7,2.66183655863277,1.29318797095517
D,flanked,bex,2,1,1,2.66348775798214,1.3437297958136
D,flanked,bex,2,1,6,2.66216295117161,1.30301459313357
D,flanked,bex,2,1,9,2.6679386435587,1.30782282243111
D,flanked,bex,2,1.5,0,2.66707550905334,1.29899376389737
D,flanked,bex,2,1.5,8,2.66516486460038,1.29440489876892
D,flanked,bex,2,1.5,9,2.65824833130462,1.25212645089459
D,flanked,bex,2,2,1,2.66256335869984,1.29098023789036
D,flanked,bex,2,2,5,2.65850880934773,1.32401656343887
D,flanked,bex,2,3,4,2.66623790888487,1.28207492725254
D,flanked,bex,2,3,5,2.66537204283956,1.33857180723207
D,flanked,bex,2,3,8,2.66350714183524,1.30052594387432
D,flanked,bex,2,5,6,2.66144522984629,1.24769299778651
D,flanked,bex,2,5,7,2.66864001843378,1.28741064153977
D,flanked,bex,4,0.25,5,2.66250781347825,1.32952834499722
D,flanked,bex,4,0.25,6,2.66703238036203,1.33632030389239
D,flanked,bex,4,0.25,7,2.66177685833551,1.35792776459689
D,flanked,bex,4,0.25,8,2.66624172422968,1.3197216698369
D,flanked,bex,4,1,0,2.66045656511891,1.27510618249369
D,flanked,bex,4,1,2,2.66148450100641,1.26496857864373
D,flanked,bex,4,1,6,2.66368616271133,1.31183084643737
D,flanked,bex,4,1,7,2.66395746040574,1.30522254103726
D,flanked,bex,4,1,9,2.66424902882647,1.29949361358328
D,flanked,bex,4,1.5,3,2.65816968205493,1.30912681243378
D,flanked,bex,4,2,1,2.66159859265772,1.31421513715626
D,flanked,bex,4,2,5,2.66780927272763,1.31257358573072
D,flanked,bex,4,2,6,2.66835986781825,1.30075084294278
D,flanked,bex,4,2,7,2.66242408327608,1.34642873464683
D,flanked,bex,4,2,9,2.66523929313607,1.31384544579788
D,flanked,bex,4,2.5,3,2.66568595921696,1.30730933562168
D,flanked,bex,4,2.5,7,2.66393560237116,1.2844762945078
D,flanked,bex,4,2.5,8,2.66223553264142,1.31010419022392
D,flanked,bex,4,3,3,2.66836704652423,1.27564177467667
D,flanked,bex,4,3,4,2.66153286728879,1.29244565226425
D,flanked,bex,4,3,5,2.66487784893734,1.26409421794058
D,flanked,bex,4,3,7,2.66515409663326,1.26454736948975
D,flanked,bex,4,5,0,2.67125199868126,1.31168658481151
D,flanked,bex,4,5,2,2.66663837033899,1.31447223020959
D,flanked,bex,4,5,4,2.66795930500654,1.28944669387957
D,flanked,bex,6,0.25,2,2.66852466594584,1.32975254164423
D,flanked,bex,6,0.25,5,2.66407594986636,1.31885864965764
D,flanked,bex,6,0.25,8,2.66402305012599,1.29061224121802
D,flanked,bex,6,0.5,1,2.66019649257062,1.27379596595458
D,flanked,bex,6,0.5,4,2.66137318708771,1.30855794387013
D,flanked,bex,6,0.5,5,2.66405067015128,1.33716731062299
D,flanked,bex,6,1,3,2.66288689466752,1.25875807312748
D,flanked,bex,6,1,7,2.66375056354711,1.29214325523852
D,flanked,bex,6,1,8,2.66106675356352,1.30552920072155
D,flanked,bex,6,1.5,1,2.6624936738569,1.3557886862826
D,flanked,bex,6,2,2,2.66671429739813,1.2942970701094
D,flanked,bex,6,2,4,2.66589840954026,1.28960346547929
D,flanked,bex,6,2,5,2.66766962868455,1.31820033733005
D,flanked,bex,6,2,6,2.66633336574701,1.29349449520578
D,flanked,bex,6,2,8,2.6627854839809,1.30013144971783
D,flanked,bex,6,2.5,2,2.6637008700124,1.30282232450605
D,flanked,bex,6,2.5,6,2.66393617203086,1.28109767994954
D,flanked,bex,6,2.5,8,2.66187095369925,1.3056893190186
D,flanked,bex,6,3,2,2.66489475163763,1.31252678804926
D,flanked,bex,6,3,4,2.66227991400145,1.30167434101516
D,flanked,bex,6,3,6,2.66596682751155,1.289008634961
D,flanked,bex,6,3,8,2.66518209089257,1.32010835898988
D,flanked,bex,6,3,9,2.66142329594026,1.25284052996636
D,flanked,bex,6,5,4,2.66738589894906,1.3191691048414
D,flanked,bex,6,5,7,2.66685653732145,1.27702204531317
D,flanked,bex,8,0.25,0,2.66044116152787,1.27960638665523
D,flanked,bex,8,0.25,3,2.65967161138507,1.30358634282515
D,flanked,bex,8,0.25,9,2.66297839644078,1.28540699205395
D,flanked,bex,8,0.5,0,2.66129587436603,1.29061484109265
D,flanked,bex,8,0.5,2,2.6630105313858,1.28939502026032
D,flanked,bex,8,0.5,4,2.6654393683862,1.31942015399309
D,flanked,bex,8,0.5,8,2.66364501841457,1.29932182495841
D,flanked,bex,8,0.5,9,2.6645372899345,1.26206091164997
D,flanked,bex,8,1,6,2.66316885542099,1.27285840896029
D,flanked,bex,8,1,7,2.66485067767686,1.28598213435132
D,flanked,bex,8,1,9,2.66231330689457,1.29071988716603
D,flanked,bex,8,1.5,2,2.66306147666752,1.28454814327271
D,flanked,bex,8,1.5,4,2.66264553237915,1.29195572196773
D,flanked,bex,8,1.5,9,2.66089524033765,1.3012348264189
D,flanked,bex,8,2,0,2.6619099228445,1.31064361743237
D,flanked,bex,8,2,3,2.6634085438485,1.29915438788565
D,flanked,bex,8,2,5,2.6654564671492,1.2852984980527
D,flanked,bex,8,2,7,2.66622299566113,1.30527423093297
D,flanked,bex,8,2,8,2.66316414363445,1.28545664063754
D,flanked,bex,8,2,9,2.66190711754674,1.29890363525996
D,flanked,bex,8,2.5,1,2.66038813806895,1.29264335968142
D,flanked,bex,8,2.5,2,2.66253429789937,1.29221037295815
D,flanked,bex,8,2.5,4,2.66380861145445,1.27072646597162
D,flanked,bex,8,3,2,2.66515565540389,1.33439249513769
D,flanked,bex,8,3,3,2.66228761857193,1.30276800223541
D,flanked,bex,8,3,4,2.66346638074748,1.29150281121414
D,flanked,bex,8,5,0,2.66499973733694,1.27692854751958
D,flanked,bex,8,5,1,2.66315516686065,1.28069636899893
D,flanked,bex,8,5,5,2.66263018584338,1.28737717701816
D,flanked,bex,8,5,8,2.66400208730614,1.2979181493241
D,flanked,bex,16,0.25,1,2.6598845480649,1.27674771063063
D,flanked,bex,16,0.25,3,2.66304303806124,1.2829622699097
D,flanked,bex,16,0.5,1,2.66307967856367,1.30969893820078
D,flanked,bex,16,0.5,3,2.66501885568754,1.31107038968515
D,flanked,bex,16,1,5,2.66187904666013,1.36122642504821
D,flanked,bex,16,1,9,2.66237147592207,1.30438603617436
D,flanked,bex,16,2,6,2.66197849891089,1.30787081648994
D,flanked,bex,16,2,7,2.6607170172549,1.26289605359434
D,flanked,bex,16,2.5,6,2.66250083685192,1.32781752503735
D,flanked,bex,16,2.5,7,2.66616284464115,1.31921691583387
D,flanked,bex,16,5,0,2.66194207307738,1.27477216199216
D,flanked,bex,16,5,2,2.66198229285392,1.30388305467455
D,flanked,bex,16,5,9,2.66404447159741,1.26743094708795
D,flanked,bex,32,0.25,4,2.66343596443226,1.33417784616952
D,flanked,bex,32,0.5,7,2.66140861455446,1.29689413190951
D,flanked,bex,32,0.5,9,2.66146830880378,1.30992819175782
D,flanked,bex,32,1,0,2.66049358000187,1.28268842365502
D,flanked,bex,32,1,6,2.66248944811887,1.29842877680725
D,flanked,bex,32,1,7,2.66018491887681,1.27923538689942
D,flanked,bex,32,1.5,3,2.65863120626644,1.29841337425398
D,flanked,bex,32,1.5,8,2.65965966212132,1.32444223758755
D,flanked,bex,32,2,6,2.65899950198206,1.28898341291205
D,flanked,bex,32,2.5,0,2.66056057231776,1.30227922539228
D,flanked,bex,32,2.5,1,2.66091946714009,1.2588637962799
D,flanked,bex,32,3,3,2.66252045188085,1.27026348524773
D,flanked,bex,32,3,7,2.66099813734878,1.30734291893492
D,flanked,bex,32,3,9,2.65762699751577,1.28035340652044
D,flanked,bex,32,5,2,2.66006374687323,1.2717369769095
D,flanked,bex,32,5,9,2.65847785767777,1.31911901781287
D,unflanked,rf,2,0.01,2,1.54107154020237,0.488421778105702
D,unflanked,rf,2,0.01,4,1.54158292951224,0.458295793544149
D,unflanked,rf,2,0.165,0,1.5420136535008,0.478258293531153
D,unflanked,rf,2,0.165,4,1.54238105759477,0.464414438207911
D,unflanked,rf,2,0.0617,2,1.54104887893715,0.459184278353422
D,unflanked,rf,2,0.0617,6,1.5417201444285,0.504572680694208
D,unflanked,rf,2,0.1133,1,1.54229712818462,0.479037824526813
D,unflanked,rf,2,0.1133,2,1.54171133393854,0.470071392583751
D,unflanked,rf,2,0.1133,7,1.54243469633473,0.488050426244142
D,unflanked,rf,2,0.1133,9,1.5418612659306,0.483654724355376
D,unflanked,rf,2,0.2167,1,1.54380777784722,0.492401632579463
D,unflanked,rf,2,0.2167,3,1.54227902907031,0.479618461694978
D,unflanked,rf,2,0.2167,8,1.54283506020932,0.491776298624809
D,unflanked,rf,2,0.2167,9,1.54351097391979,0.461589798336629
D,unflanked,rf,2,0.2683,4,1.54379396065876,0.474044248117985
D,unflanked,rf,2,0.2683,6,1.54335311255559,0.476913020902292
D,unflanked,rf,2,0.32,0,1.54484687310381,0.478445229762539
D,unflanked,rf,3,0.0075,0,1.54289709886912,0.433467505212447
D,unflanked,rf,3,0.0075,1,1.54199647041383,0.44125458859538
D,unflanked,rf,3,0.0075,6,1.54229238122662,0.492534723204187
D,unflanked,rf,3,0.01,0,1.54259404110082,0.478168766643076
D,unflanked,rf,3,0.01,8,1.54183633439799,0.474330808812548
D,unflanked,rf,3,0.165,2,1.54289231384663,0.472242443485892
D,unflanked,rf,3,0.165,5,1.54448172005598,0.454563203968478
D,unflanked,rf,3,0.165,7,1.54579513711173,0.481827295833656
D,unflanked,rf,3,0.0617,6,1.54191190016532,0.476481158312021
D,unflanked,rf,3,0.0617,8,1.54144688307064,0.512479950527399
D,unflanked,rf,3,0.1133,4,1.54312382270218,0.485588356689493
D,unflanked,rf,3,0.1133,6,1.54277383578294,0.480086110850775
D,unflanked,rf,3,0.1133,7,1.54328693060565,0.476035981475675
D,unflanked,rf,3,0.1133,8,1.54311935521754,0.480413860616584
D,unflanked,rf,3,0.2167,0,1.54597667356024,0.484770670488031
D,unflanked,rf,3,0.2167,5,1.54635037770723,0.474729774452621
D,unflanked,rf,3,0.2167,6,1.54677882865477,0.47487133045258
D,unflanked,rf,3,0.2683,0,1.54378703924501,0.482691765423852
D,unflanked,rf,3,0.2683,5,1.54878091685705,0.470267353559113
D,unflanked,rf,4,0.0075,1,1.54263886916231,0.484898428106777
D,unflanked,rf,4,0.01,1,1.54244845325894,0.457958779601252
D,unflanked,rf,4,0.01,3,1.54264579911725,0.46795497196137
D,unflanked,rf,4,0.01,4,1.5424924494814,0.471778905294183
D,unflanked,rf,4,0.165,3,1.54773651047582,0.483064245219713
D,unflanked,rf,4,0.165,6,1.54719200830843,0.47220465057953
D,unflanked,rf,4,0.165,7,1.54301233127757,0.491075129081373
D,unflanked,rf,4,0.0617,0,1.54210269817291,0.476710606152572
D,unflanked,rf,4,0.0617,2,1.54203395050384,0.480741506057342
